cov_type,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
low-rank,2.0018,0,0,0,90.0,1.6044794183818083,20,1.4417640786096622
low-rank,2.0018,0,0,0,95.0,1.993029405927322,20,1.3576405231253337
low-rank,2.0018,0,0,0,99.0,2.860866979643408,20,1.2401719271637126
low-rank,2.0018,0,0,0,99.73,3.4465994367595023,20,1.188978878006338
low-rank,5.004500000000001,0,0,0,5.0,0.1783259194628247,50,3.174390774055505
low-rank,5.004500000000001,0,0,0,10.0,0.2593070768724669,50,2.850171174877836
low-rank,5.004500000000001,0,0,0,15.0,0.3262350711339313,50,2.6483386771941704
low-rank,5.004500000000001,0,0,0,20.0,0.3871936899622449,50,2.50207672029694
low-rank,5.004500000000001,0,0,0,25.0,0.4455086689759067,50,2.383312578264369
low-rank,5.004500000000001,0,0,0,30.0,0.5025951191790128,50,2.283213979384165
low-rank,5.004500000000001,0,0,0,35.0,0.5589514530795675,50,2.1963933871720625
low-rank,5.004500000000001,0,0,0,40.0,0.6162176784591167,50,2.117893897024216
low-rank,5.004500000000001,0,0,0,45.0,0.6749450977595813,50,2.045902260332474
low-rank,5.004500000000001,0,0,0,50.0,0.7366796153537458,50,1.9782633769691504
low-rank,5.004500000000001,0,0,0,60.0,0.87006572773829,50,1.8537544501335848
low-rank,5.004500000000001,0,0,0,70.0,1.0293257677925458,50,1.7362989801339643
low-rank,5.004500000000001,0,0,0,75.0,1.1245910462603752,50,1.677112022751365
low-rank,5.004500000000001,0,0,0,80.0,1.2365890164854996,50,1.6161842372427908
low-rank,5.004500000000001,0,0,0,82.13,1.290938022822144,50,1.5893594367969448
low-rank,5.004500000000001,0,0,0,85.0,1.375808734312118,50,1.5513007749619476
low-rank,5.004500000000001,0,0,0,90.0,1.562709724282218,50,1.478873096946907
low-rank,5.004500000000001,0,0,0,95.0,1.866501649738976,50,1.3884555931480198
low-rank,5.004500000000001,0,0,0,99.0,2.514240417112031,50,1.263824975506442
low-rank,5.004500000000001,0,0,0,99.73,2.9490806034579418,50,1.2099709735689328
low-rank,10.009000000000002,0,0,0,5.0,0.2024091960729873,100,3.5400805777765165
low-rank,10.009000000000002,0,0,0,10.0,0.2914509477866362,100,3.062918125307348
low-rank,10.009000000000002,0,0,0,15.0,0.3639132848396065,100,2.789062534710659
low-rank,10.009000000000002,0,0,0,20.0,0.4288566413264956,100,2.5957394121578816
low-rank,10.009000000000002,0,0,0,25.0,0.4894287464545496,100,2.4468208318746467
low-rank,10.009000000000002,0,0,0,30.0,0.5477574828652337,100,2.325973511561824
low-rank,10.009000000000002,0,0,0,35.0,0.6048723360514073,100,2.2229697367789765
low-rank,10.009000000000002,0,0,0,40.0,0.6622975813822544,100,2.132571308324738
low-rank,10.009000000000002,0,0,0,45.0,0.7200960411908888,100,2.052676731790241
low-rank,10.009000000000002,0,0,0,50.0,0.7796852829972504,100,1.9791703140236023
low-rank,10.009000000000002,0,0,0,60.0,0.9084891592475354,100,1.846475817959301
low-rank,10.009000000000002,0,0,0,70.0,1.0581202710344322,100,1.7257367654618154
low-rank,10.009000000000002,0,0,0,75.0,1.1455897145396836,100,1.6672940903403877
low-rank,10.009000000000002,0,0,0,80.0,1.247722003091111,100,1.607535720515229
